rate_id,provider_name,origin_city,destination_country_raw,destination_port,transport_mode,rate_basis,base_rate,currency,minimum_charge,origin_charges,destination_charges,estimated_transit_days,valid_from,valid_to,weight_min_kg,weight_max_kg
RATE-000814,TransGlobe Freight,Surat,French Republic,Le Havre,Sea FCL,per_container,2537.92,USD,405.22,135.37,93.92,36,2026-07-01,2027-03-31,100,28000
RATE-000815,OceanBridge Logistics,Surat,French Republic,Le Havre,Sea FCL,per_container,3755.14,USD,128.26,224.0,141.88,21,2026-07-01,2027-03-31,100,28000
RATE-000816,SkyCargo Partners,Surat,French Republic,Le Havre,Sea FCL,per_container,2167.17,USD,222.17,215.51,87.13,32,2026-07-01,2027-03-31,100,28000
RATE-000817,BlueWave Logistics,Surat,French Republic,Marseille,Air,per_kg,6.02,EUR,251.68,199.58,151.53,6,2026-07-01,2027-03-31,1,5000
RATE-000818,TransGlobe Freight,Surat,French Republic,Marseille,Air,per_kg,4.69,USD,406.46,95.39,151.0,7,2026-07-01,2027-03-31,1,5000
RATE-000819,OceanBridge Logistics,Surat,French Republic,Marseille,Air,per_kg,6.12,EUR,143.29,128.51,151.84,4,2026-07-01,2027-03-31,1,5000
RATE-000820,SkyCargo Partners,Surat,French Republic,Marseille,Air,per_kg,6.09,USD,370.84,166.2,174.1,6,2026-07-01,2027-03-31,1,5000
RATE-000821,BlueWave Logistics,Surat,French Republic,Marseille,Sea LCL,per_cbm,271.31,EUR,160.19,129.22,130.01,32,2026-07-01,2027-03-31,100,28000
RATE-000822,TransGlobe Freight,Surat,French Republic,Marseille,Sea LCL,per_cbm,127.98,EUR,178.73,84.6,79.92,32,2026-07-01,2027-03-31,100,28000
RATE-000823,OceanBridge Logistics,Surat,French Republic,Marseille,Sea LCL,per_cbm,125.98,USD,379.12,219.81,170.16,30,2026-07-01,2027-03-31,100,28000
RATE-000824,SkyCargo Partners,Surat,French Republic,Marseille,Sea LCL,per_cbm,272.25,USD,290.11,143.02,134.12,27,2026-07-01,2027-03-31,100,28000
RATE-000825,BlueWave Logistics,Surat,French Republic,Marseille,Sea FCL,per_container,2221.11,EUR,333.64,175.13,91.28,25,2026-07-01,2027-03-31,100,28000
RATE-000826,TransGlobe Freight,Surat,French Republic,Marseille,Sea FCL,per_container,1999.97,EUR,352.5,141.71,176.94,23,2026-07-01,2027-03-31,100,28000
RATE-000827,OceanBridge Logistics,Surat,French Republic,Marseille,Sea FCL,per_container,2042.8,EUR,248.75,217.88,183.77,22,2026-07-01,2027-03-31,100,28000
RATE-000828,SkyCargo Partners,Surat,French Republic,Marseille,Sea FCL,per_container,2763.75,USD,193.05,189.15,70.19,25,2026-07-01,2027-03-31,100,28000
RATE-000829,BlueWave Logistics,Surat,IT,Genoa,Air,per_kg,5.63,USD,455.42,152.87,61.04,7,2026-07-01,2027-03-31,1,5000
RATE-000830,TransGlobe Freight,Surat,IT,Genoa,Air,per_kg,6.11,USD,272.56,82.18,182.45,4,2026-07-01,2027-03-31,1,5000
RATE-000831,OceanBridge Logistics,Surat,IT,Genoa,Air,per_kg,4.46,EUR,82.16,120.92,100.01,9,2026-07-01,2027-03-31,1,5000
RATE-000832,SkyCargo Partners,Surat,IT,Genoa,Air,per_kg,6.79,USD,466.41,154.03,118.86,9,2026-07-01,2027-03-31,1,5000
RATE-000833,BlueWave Logistics,Surat,IT,Genoa,Sea LCL,per_cbm,228.55,EUR,369.16,222.45,92.6,36,2026-07-01,2027-03-31,100,28000
RATE-000834,TransGlobe Freight,Surat,IT,Genoa,Sea LCL,per_cbm,140.1,USD,369.45,217.0,101.54,37,2026-07-01,2027-03-31,100,28000
RATE-000835,OceanBridge Logistics,Surat,IT,Genoa,Sea LCL,per_cbm,130.89,EUR,419.27,129.23,103.32,32,2026-07-01,2027-03-31,100,28000
RATE-000836,SkyCargo Partners,Surat,IT,Genoa,Sea LCL,per_cbm,178.12,USD,407.91,125.13,60.54,36,2026-07-01,2027-03-31,100,28000
RATE-000837,BlueWave Logistics,Surat,IT,Genoa,Sea FCL,per_container,3111.38,EUR,261.32,164.37,109.43,27,2026-07-01,2027-03-31,100,28000
RATE-000838,TransGlobe Freight,Surat,IT,Genoa,Sea FCL,per_container,3429.69,EUR,345.23,148.68,94.72,22,2026-07-01,2027-03-31,100,28000
RATE-000839,OceanBridge Logistics,Surat,IT,Genoa,Sea FCL,per_container,3739.34,USD,136.93,204.95,125.5,25,2026-07-01,2027-03-31,100,28000
RATE-000840,SkyCargo Partners,Surat,IT,Genoa,Sea FCL,per_container,2546.8,USD,490.28,222.05,95.44,33,2026-07-01,2027-03-31,100,28000
RATE-000841,BlueWave Logistics,Surat,Spain,Barcelona,Air,per_kg,6.62,EUR,388.35,192.94,159.16,5,2026-07-01,2027-03-31,1,5000
RATE-000842,TransGlobe Freight,Surat,Spain,Barcelona,Air,per_kg,5.07,USD,333.86,222.89,159.11,6,2026-07-01,2027-03-31,1,5000
RATE-000843,OceanBridge Logistics,Surat,Spain,Barcelona,Air,per_kg,4.41,USD,124.58,125.78,139.37,8,2026-07-01,2027-03-31,1,5000
RATE-000844,SkyCargo Partners,Surat,Spain,Barcelona,Air,per_kg,5.96,USD,348.76,122.83,182.99,7,2026-07-01,2027-03-31,1,5000
RATE-000845,BlueWave Logistics,Surat,Spain,Barcelona,Sea LCL,per_cbm,136.62,USD,221.02,120.82,177.8,31,2026-07-01,2027-03-31,100,28000
RATE-000846,TransGlobe Freight,Surat,Spain,Barcelona,Sea LCL,per_cbm,238.8,USD,324.12,141.58,150.17,35,2026-07-01,2027-03-31,100,28000
RATE-000847,OceanBridge Logistics,Surat,Spain,Barcelona,Sea LCL,per_cbm,266.69,EUR,438.93,125.76,90.8,36,2026-07-01,2027-03-31,100,28000
RATE-000848,SkyCargo Partners,Surat,Spain,Barcelona,Sea LCL,per_cbm,137.12,USD,312.95,204.07,78.71,34,2026-07-01,2027-03-31,100,28000
RATE-000849,BlueWave Logistics,Surat,Spain,Barcelona,Sea FCL,per_container,3536.74,USD,270.83,137.11,124.31,21,2026-07-01,2027-03-31,100,28000
RATE-000850,TransGlobe Freight,Surat,Spain,Barcelona,Sea FCL,per_container,1901.17,USD,224.15,189.21,114.35,30,2026-07-01,2027-03-31,100,28000
RATE-000851,OceanBridge Logistics,Surat,Spain,Barcelona,Sea FCL,per_container,2906.19,USD,361.26,126.56,182.07,22,2026-07-01,2027-03-31,100,28000
RATE-000852,SkyCargo Partners,Surat,Spain,Barcelona,Sea FCL,per_container,2141.52,USD,207.73,129.4,120.98,24,2026-07-01,2027-03-31,100,28000
RATE-000853,BlueWave Logistics,Surat,Spain,Valencia,Air,per_kg,4.75,USD,303.91,125.98,176.31,5,2026-07-01,2027-03-31,1,5000
RATE-000854,TransGlobe Freight,Surat,Spain,Valencia,Air,per_kg,6.01,USD,99.8,166.09,83.49,9,2026-07-01,2027-03-31,1,5000
RATE-000855,OceanBridge Logistics,Surat,Spain,Valencia,Air,per_kg,5.46,EUR,366.59,203.0,174.04,10,2026-07-01,2027-03-31,1,5000
RATE-000856,SkyCargo Partners,Surat,Spain,Valencia,Air,per_kg,6.21,EUR,441.75,148.78,72.01,4,2026-07-01,2027-03-31,1,5000
RATE-000857,BlueWave Logistics,Surat,Spain,Valencia,Sea LCL,per_cbm,170.74,USD,220.65,105.91,93.06,33,2026-07-01,2027-03-31,100,28000
RATE-000858,TransGlobe Freight,Surat,Spain,Valencia,Sea LCL,per_cbm,149.08,EUR,481.98,151.01,156.6,36,2026-07-01,2027-03-31,100,28000
RATE-000859,OceanBridge Logistics,Surat,Spain,Valencia,Sea LCL,per_cbm,200.97,USD,282.49,169.81,118.57,25,2026-07-01,2027-03-31,100,28000
RATE-000860,SkyCargo Partners,Surat,Spain,Valencia,Sea LCL,per_cbm,153.04,EUR,119.58,201.27,76.56,26,2026-07-01,2027-03-31,100,28000
RATE-000861,BlueWave Logistics,Surat,Spain,Valencia,Sea FCL,per_container,1907.21,EUR,282.84,130.43,88.5,36,2026-07-01,2027-03-31,100,28000
RATE-000862,TransGlobe Freight,Surat,Spain,Valencia,Sea FCL,per_container,3386.12,USD,420.99,90.59,73.92,21,2026-07-01,2027-03-31,100,28000
RATE-000863,OceanBridge Logistics,Surat,Spain,Valencia,Sea FCL,per_container,2771.15,USD,82.2,136.44,162.51,26,2026-07-01,2027-03-31,100,28000
RATE-000864,SkyCargo Partners,Surat,Spain,Valencia,Sea FCL,per_container,3254.57,EUR,261.88,205.64,93.2,36,2026-07-01,2027-03-31,100,28000
RATE-000865,BlueWave Logistics,Tiruppur,DE,Hamburg,Air,per_kg,4.76,EUR,436.81,82.01,184.88,4,2026-07-01,2027-03-31,1,5000
RATE-000866,TransGlobe Freight,Tiruppur,DE,Hamburg,Air,per_kg,5.97,USD,483.26,208.85,104.07,9,2026-07-01,2027-03-31,1,5000
RATE-000867,OceanBridge Logistics,Tiruppur,DE,Hamburg,Air,per_kg,4.89,USD,490.63,215.37,136.14,5,2026-07-01,2027-03-31,1,5000
RATE-000868,SkyCargo Partners,Tiruppur,DE,Hamburg,Air,per_kg,4.84,USD,274.89,141.1,159.63,10,2026-07-01,2027-03-31,1,5000
RATE-000869,BlueWave Logistics,Tiruppur,DE,Hamburg,Sea LCL,per_cbm,234.44,USD,446.17,82.92,175.8,30,2026-07-01,2027-03-31,100,28000
RATE-000870,TransGlobe Freight,Tiruppur,DE,Hamburg,Sea LCL,per_cbm,163.5,USD,314.85,194.66,89.52,36,2026-07-01,2027-03-31,100,28000
RATE-000871,OceanBridge Logistics,Tiruppur,DE,Hamburg,Sea LCL,per_cbm,169.95,USD,450.56,137.15,151.96,27,2026-07-01,2027-03-31,100,28000
RATE-000872,SkyCargo Partners,Tiruppur,DE,Hamburg,Sea LCL,per_cbm,252.31,USD,200.25,210.08,89.36,37,2026-07-01,2027-03-31,100,28000
RATE-000873,BlueWave Logistics,Tiruppur,DE,Hamburg,Sea FCL,per_container,2227.51,EUR,499.16,81.95,67.29,27,2026-07-01,2027-03-31,100,28000
RATE-000874,TransGlobe Freight,Tiruppur,DE,Hamburg,Sea FCL,per_container,2098.73,USD,340.35,171.39,77.61,21,2026-07-01,2027-03-31,100,28000
RATE-000875,OceanBridge Logistics,Tiruppur,DE,Hamburg,Sea FCL,per_container,3721.52,USD,319.02,127.79,125.25,30,2026-07-01,2027-03-31,100,28000
RATE-000876,SkyCargo Partners,Tiruppur,DE,Hamburg,Sea FCL,per_container,3868.44,USD,443.89,180.39,61.92,24,2026-07-01,2027-03-31,100,28000
RATE-000877,BlueWave Logistics,Tiruppur,DE,Bremerhaven,Air,per_kg,4.44,USD,192.98,170.02,76.13,7,2026-07-01,2027-03-31,1,5000
RATE-000878,TransGlobe Freight,Tiruppur,DE,Bremerhaven,Air,per_kg,6.14,USD,321.78,102.07,187.03,7,2026-07-01,2027-03-31,1,5000
RATE-000879,OceanBridge Logistics,Tiruppur,DE,Bremerhaven,Air,per_kg,6.68,USD,321.48,98.13,177.15,6,2026-07-01,2027-03-31,1,5000
RATE-000880,SkyCargo Partners,Tiruppur,DE,Bremerhaven,Air,per_kg,6.22,USD,460.94,102.15,151.75,7,2026-07-01,2027-03-31,1,5000
RATE-000881,BlueWave Logistics,Tiruppur,DE,Bremerhaven,Sea LCL,per_cbm,166.34,USD,107.14,132.51,123.95,24,2026-07-01,2027-03-31,100,28000
RATE-000882,TransGlobe Freight,Tiruppur,DE,Bremerhaven,Sea LCL,per_cbm,191.36,USD,498.33,175.54,66.22,27,2026-07-01,2027-03-31,100,28000
RATE-000883,OceanBridge Logistics,Tiruppur,DE,Bremerhaven,Sea LCL,per_cbm,161.83,USD,391.0,228.18,69.95,26,2026-07-01,2027-03-31,100,28000
RATE-000884,SkyCargo Partners,Tiruppur,DE,Bremerhaven,Sea LCL,per_cbm,158.16,USD,222.19,190.95,114.03,37,2026-07-01,2027-03-31,100,28000
RATE-000885,BlueWave Logistics,Tiruppur,DE,Bremerhaven,Sea FCL,per_container,3514.11,EUR,442.87,165.95,84.66,33,2026-07-01,2027-03-31,100,28000
RATE-000886,TransGlobe Freight,Tiruppur,DE,Bremerhaven,Sea FCL,per_container,1968.5,USD,174.54,97.97,138.58,32,2026-07-01,2027-03-31,100,28000
RATE-000887,OceanBridge Logistics,Tiruppur,DE,Bremerhaven,Sea FCL,per_container,3193.28,EUR,128.71,158.16,97.62,32,2026-07-01,2027-03-31,100,28000
RATE-000888,SkyCargo Partners,Tiruppur,DE,Bremerhaven,Sea FCL,per_container,2841.44,EUR,119.56,124.73,74.65,35,2026-07-01,2027-03-31,100,28000
RATE-000889,BlueWave Logistics,Tiruppur,Netherlands,Rotterdam,Air,per_kg,6.45,EUR,468.22,149.92,61.76,5,2026-07-01,2027-03-31,1,5000
RATE-000890,TransGlobe Freight,Tiruppur,Netherlands,Rotterdam,Air,per_kg,6.57,USD,271.22,110.19,127.11,9,2026-07-01,2027-03-31,1,5000
RATE-000891,OceanBridge Logistics,Tiruppur,Netherlands,Rotterdam,Air,per_kg,6.17,USD,444.42,201.82,175.34,10,2026-07-01,2027-03-31,1,5000
RATE-000892,SkyCargo Partners,Tiruppur,Netherlands,Rotterdam,Air,per_kg,6.91,USD,84.03,159.18,183.15,4,2026-07-01,2027-03-31,1,5000
RATE-000893,BlueWave Logistics,Tiruppur,Netherlands,Rotterdam,Sea LCL,per_cbm,266.12,USD,446.09,234.33,103.63,24,2026-07-01,2027-03-31,100,28000
RATE-000894,TransGlobe Freight,Tiruppur,Netherlands,Rotterdam,Sea LCL,per_cbm,172.89,USD,190.76,228.36,108.33,22,2026-07-01,2027-03-31,100,28000
RATE-000895,OceanBridge Logistics,Tiruppur,Netherlands,Rotterdam,Sea LCL,per_cbm,235.35,USD,215.89,108.76,75.55,29,2026-07-01,2027-03-31,100,28000
RATE-000896,SkyCargo Partners,Tiruppur,Netherlands,Rotterdam,Sea LCL,per_cbm,170.44,USD,123.02,147.03,93.42,38,2026-07-01,2027-03-31,100,28000
RATE-000897,BlueWave Logistics,Tiruppur,Netherlands,Rotterdam,Sea FCL,per_container,2926.06,EUR,210.76,158.53,72.74,33,2026-07-01,2027-03-31,100,28000
RATE-000898,TransGlobe Freight,Tiruppur,Netherlands,Rotterdam,Sea FCL,per_container,3831.27,USD,262.81,198.29,176.98,28,2026-07-01,2027-03-31,100,28000
RATE-000899,OceanBridge Logistics,Tiruppur,Netherlands,Rotterdam,Sea FCL,per_container,2498.98,USD,401.19,119.57,185.9,26,2026-07-01,2027-03-31,100,28000
RATE-000900,SkyCargo Partners,Tiruppur,Netherlands,Rotterdam,Sea FCL,per_container,3263.26,USD,417.66,128.93,157.38,22,2026-07-01,2027-03-31,100,28000
RATE-000901,BlueWave Logistics,Tiruppur,France,Le Havre,Air,per_kg,4.51,USD,430.22,133.3,168.78,9,2026-07-01,2027-03-31,1,5000
RATE-000902,TransGlobe Freight,Tiruppur,France,Le Havre,Air,per_kg,4.21,USD,324.12,138.09,161.21,5,2026-07-01,2027-03-31,1,5000
RATE-000903,OceanBridge Logistics,Tiruppur,France,Le Havre,Air,per_kg,5.46,EUR,164.05,141.6,158.44,7,2026-07-01,2027-03-31,1,5000
RATE-000904,SkyCargo Partners,Tiruppur,France,Le Havre,Air,per_kg,6.0,EUR,464.0,221.83,97.84,10,2026-07-01,2027-03-31,1,5000
RATE-000905,BlueWave Logistics,Tiruppur,France,Le Havre,Sea LCL,per_cbm,236.25,USD,362.65,180.19,145.16,38,2026-07-01,2027-03-31,100,28000
RATE-000906,TransGlobe Freight,Tiruppur,France,Le Havre,Sea LCL,per_cbm,123.37,USD,181.22,133.17,159.58,35,2026-07-01,2027-03-31,100,28000
RATE-000907,OceanBridge Logistics,Tiruppur,France,Le Havre,Sea LCL,per_cbm,252.74,USD,294.83,91.89,122.26,28,2026-07-01,2027-03-31,100,28000
RATE-000908,SkyCargo Partners,Tiruppur,France,Le Havre,Sea LCL,per_cbm,255.15,USD,202.13,94.11,147.27,31,2026-07-01,2027-03-31,100,28000
RATE-000909,BlueWave Logistics,Tiruppur,France,Le Havre,Sea FCL,per_container,3101.43,USD,272.17,227.89,84.06,34,2026-07-01,2027-03-31,100,28000
RATE-000910,TransGlobe Freight,Tiruppur,France,Le Havre,Sea FCL,per_container,2345.75,EUR,353.49,172.51,125.09,31,2026-07-01,2027-03-31,100,28000
RATE-000911,OceanBridge Logistics,Tiruppur,France,Le Havre,Sea FCL,per_container,3398.68,USD,378.42,186.74,70.45,34,2026-07-01,2027-03-31,100,28000
RATE-000912,SkyCargo Partners,Tiruppur,France,Le Havre,Sea FCL,per_container,1908.6,USD,492.26,215.33,152.6,27,2026-07-01,2027-03-31,100,28000
RATE-000913,BlueWave Logistics,Tiruppur,France,Marseille,Air,per_kg,6.38,EUR,486.14,222.56,75.12,4,2026-07-01,2027-03-31,1,5000
RATE-000914,TransGlobe Freight,Tiruppur,France,Marseille,Air,per_kg,4.35,USD,162.6,230.75,100.33,10,2026-07-01,2027-03-31,1,5000
RATE-000915,OceanBridge Logistics,Tiruppur,France,Marseille,Air,per_kg,5.02,USD,358.94,190.4,166.91,6,2026-07-01,2027-03-31,1,5000
RATE-000916,SkyCargo Partners,Tiruppur,France,Marseille,Air,per_kg,6.96,EUR,235.38,103.75,182.1,9,2026-07-01,2027-03-31,1,5000
RATE-000917,BlueWave Logistics,Tiruppur,France,Marseille,Sea LCL,per_cbm,213.2,EUR,249.08,205.96,146.8,30,2026-07-01,2027-03-31,100,28000
RATE-000918,TransGlobe Freight,Tiruppur,France,Marseille,Sea LCL,per_cbm,171.87,USD,356.52,116.0,102.36,37,2026-07-01,2027-03-31,100,28000
RATE-000919,OceanBridge Logistics,Tiruppur,France,Marseille,Sea LCL,per_cbm,189.14,USD,276.95,175.45,75.5,31,2026-07-01,2027-03-31,100,28000
RATE-000920,SkyCargo Partners,Tiruppur,France,Marseille,Sea LCL,per_cbm,237.55,EUR,174.61,194.75,162.52,35,2026-07-01,2027-03-31,100,28000
RATE-000921,BlueWave Logistics,Tiruppur,France,Marseille,Sea FCL,per_container,1817.42,USD,328.85,191.55,156.14,26,2026-07-01,2027-03-31,100,28000
RATE-000922,TransGlobe Freight,Tiruppur,France,Marseille,Sea FCL,per_container,2164.73,USD,430.33,230.44,154.11,35,2026-07-01,2027-03-31,100,28000
RATE-000923,OceanBridge Logistics,Tiruppur,France,Marseille,Sea FCL,per_container,3673.14,USD,254.09,173.7,105.24,27,2026-07-01,2027-03-31,100,28000
RATE-000924,SkyCargo Partners,Tiruppur,France,Marseille,Sea FCL,per_container,3116.23,EUR,213.99,222.77,150.35,24,2026-07-01,2027-03-31,100,28000
RATE-000925,BlueWave Logistics,Tiruppur,IT,Genoa,Air,per_kg,4.77,USD,473.16,172.34,168.27,4,2026-07-01,2027-03-31,1,5000
RATE-000926,TransGlobe Freight,Tiruppur,IT,Genoa,Air,per_kg,4.14,USD,123.92,163.94,71.27,4,2026-07-01,2027-03-31,1,5000
RATE-000927,OceanBridge Logistics,Tiruppur,IT,Genoa,Air,per_kg,4.94,USD,243.44,103.14,153.23,10,2026-07-01,2027-03-31,1,5000
RATE-000928,SkyCargo Partners,Tiruppur,IT,Genoa,Air,per_kg,5.34,EUR,107.55,128.32,66.3,9,2026-07-01,2027-03-31,1,5000
RATE-000929,BlueWave Logistics,Tiruppur,IT,Genoa,Sea LCL,per_cbm,154.5,USD,319.98,106.68,105.45,35,2026-07-01,2027-03-31,100,28000
RATE-000930,TransGlobe Freight,Tiruppur,IT,Genoa,Sea LCL,per_cbm,128.09,EUR,88.38,169.22,169.86,31,2026-07-01,2027-03-31,100,28000
RATE-000931,OceanBridge Logistics,Tiruppur,IT,Genoa,Sea LCL,per_cbm,183.89,EUR,276.4,87.94,141.8,23,2026-07-01,2027-03-31,100,28000
RATE-000932,SkyCargo Partners,Tiruppur,IT,Genoa,Sea LCL,per_cbm,229.35,EUR,364.41,186.03,140.28,38,2026-07-01,2027-03-31,100,28000
RATE-000933,BlueWave Logistics,Tiruppur,IT,Genoa,Sea FCL,per_container,3079.23,USD,395.39,104.24,140.87,35,2026-07-01,2027-03-31,100,28000
RATE-000934,TransGlobe Freight,Tiruppur,IT,Genoa,Sea FCL,per_container,3349.22,EUR,429.54,180.01,113.89,34,2026-07-01,2027-03-31,100,28000
RATE-000935,OceanBridge Logistics,Tiruppur,IT,Genoa,Sea FCL,per_container,2035.78,USD,299.97,168.54,61.82,32,2026-07-01,2027-03-31,100,28000
RATE-000936,SkyCargo Partners,Tiruppur,IT,Genoa,Sea FCL,per_container,2904.84,USD,110.02,231.84,142.24,24,2026-07-01,2027-03-31,100,28000
RATE-000937,BlueWave Logistics,Tiruppur,España,Barcelona,Air,per_kg,6.59,EUR,421.6,148.21,164.44,7,2026-07-01,2027-03-31,1,5000
RATE-000938,TransGlobe Freight,Tiruppur,España,Barcelona,Air,per_kg,6.2,USD,492.82,164.54,188.41,8,2026-07-01,2027-03-31,1,5000
RATE-000939,OceanBridge Logistics,Tiruppur,España,Barcelona,Air,per_kg,6.08,USD,89.63,218.87,160.57,10,2026-07-01,2027-03-31,1,5000
RATE-000940,SkyCargo Partners,Tiruppur,España,Barcelona,Air,per_kg,6.07,USD,198.62,87.52,111.76,5,2026-07-01,2027-03-31,1,5000
RATE-000941,BlueWave Logistics,Tiruppur,España,Barcelona,Sea LCL,per_cbm,172.49,USD,128.18,207.67,183.46,26,2026-07-01,2027-03-31,100,28000
RATE-000942,TransGlobe Freight,Tiruppur,España,Barcelona,Sea LCL,per_cbm,157.52,EUR,317.73,159.37,100.05,32,2026-07-01,2027-03-31,100,28000
RATE-000943,OceanBridge Logistics,Tiruppur,España,Barcelona,Sea LCL,per_cbm,234.6,EUR,476.63,215.8,151.27,24,2026-07-01,2027-03-31,100,28000
RATE-000944,SkyCargo Partners,Tiruppur,España,Barcelona,Sea LCL,per_cbm,242.7,USD,113.14,197.8,61.04,29,2026-07-01,2027-03-31,100,28000
RATE-000945,BlueWave Logistics,Tiruppur,España,Barcelona,Sea FCL,per_container,3699.45,USD,267.22,88.54,65.82,30,2026-07-01,2027-03-31,100,28000
RATE-000946,TransGlobe Freight,Tiruppur,España,Barcelona,Sea FCL,per_container,2523.29,USD,448.23,193.02,137.24,25,2026-07-01,2027-03-31,100,28000
RATE-000947,OceanBridge Logistics,Tiruppur,España,Barcelona,Sea FCL,per_container,2893.49,EUR,377.74,207.68,116.37,35,2026-07-01,2027-03-31,100,28000
RATE-000948,SkyCargo Partners,Tiruppur,España,Barcelona,Sea FCL,per_container,2815.78,USD,169.84,195.18,168.2,30,2026-07-01,2027-03-31,100,28000
RATE-000949,BlueWave Logistics,Tiruppur,España,Valencia,Air,per_kg,6.59,EUR,198.97,99.94,164.58,5,2026-07-01,2027-03-31,1,5000
RATE-000950,TransGlobe Freight,Tiruppur,España,Valencia,Air,per_kg,6.43,USD,105.46,204.32,153.11,5,2026-07-01,2027-03-31,1,5000
RATE-000951,OceanBridge Logistics,Tiruppur,España,Valencia,Air,per_kg,4.81,USD,385.46,238.86,90.35,5,2026-07-01,2027-03-31,1,5000
RATE-000952,SkyCargo Partners,Tiruppur,España,Valencia,Air,per_kg,6.9,USD,121.63,132.92,149.29,10,2026-07-01,2027-03-31,1,5000
RATE-000953,BlueWave Logistics,Tiruppur,España,Valencia,Sea LCL,per_cbm,186.08,USD,116.2,117.61,144.72,27,2026-07-01,2027-03-31,100,28000
RATE-000954,TransGlobe Freight,Tiruppur,España,Valencia,Sea LCL,per_cbm,176.46,USD,236.23,153.48,171.31,22,2026-07-01,2027-03-31,100,28000
RATE-000955,OceanBridge Logistics,Tiruppur,España,Valencia,Sea LCL,per_cbm,243.97,EUR,486.7,84.65,102.33,33,2026-07-01,2027-03-31,100,28000
RATE-000956,SkyCargo Partners,Tiruppur,España,Valencia,Sea LCL,per_cbm,214.54,EUR,304.29,140.23,76.09,28,2026-07-01,2027-03-31,100,28000
RATE-000957,BlueWave Logistics,Tiruppur,España,Valencia,Sea FCL,per_container,1904.34,USD,113.83,175.34,181.29,22,2026-07-01,2027-03-31,100,28000
RATE-000958,TransGlobe Freight,Tiruppur,España,Valencia,Sea FCL,per_container,2964.99,USD,208.76,118.61,172.78,36,2026-07-01,2027-03-31,100,28000
RATE-000959,OceanBridge Logistics,Tiruppur,España,Valencia,Sea FCL,per_container,2621.64,USD,432.19,171.36,168.04,23,2026-07-01,2027-03-31,100,28000
RATE-000960,SkyCargo Partners,Tiruppur,España,Valencia,Sea FCL,per_container,3782.62,USD,84.25,161.02,179.85,25,2026-07-01,2027-03-31,100,28000
